start,end,days
3613,9104,1602936
341,8346,1602961
2838,8999,1602964
3613,9104,1602967
3883,8360,1602974
2056,8527,1602977
4886,8678,1602990
312,8741,1603001
4886,8678,1603006
338,8648,1603007
932,8276,1603048
4886,8678,1603057
4801,8808,1603100
3613,9104,1603145
3707,8546,1603148
932,8276,1603220
3883,8360,1603229
4448,8397,1603276
5877,8673,1603292
1149,8779,1603311
3883,8360,1603358
4773,9137,1603366
221,8509,1603370
3613,9104,1603384
243,8412,1603448
3883,8360,1603468
4801,8808,1603472
4801,8808,1603556
932,8276,1603560
3752,8315,1603614
1190,9154,1603683
5933,8467,1603710
3883,8360,1603714
221,8957,1603751
5877,8673,1603759
1630,9052,1603763
1630,9052,1603784
1190,9154,1603806
1190,9154,1603873
1630,8633,1603892
1190,9154,1603946
968,8633,1603963
1976,8578,1603979
5934,8261,1603994
1998,8858,1604010
1190,9154,1604029
1479,8775,1604031
278,8592,1604040
403,8587,1604056
1630,9052,1604062
1479,8775,1604088
5877,8673,1604158
1630,9052,1604177
1479,8775,1604241
1630,8633,1604255
3613,9104,1604266
4448,8397,1604268
2565,9073,1604304
1190,9154,1604322
1190,9154,1604349
312,8443,1604379
3195,8283,1604415
403,8587,1604429
2778,8875,1604476
403,8587,1604509
344,8449,1604550
403,8587,1604590
4801,8808,1604596
357,8435,1604601
2778,8875,1604621
5876,8412,1604623
5935,8419,1604672
343,8575,1604689
2565,9073,1604695
1104,8467,1604699
5266,8888,1604736
1104,8467,1604766
418,8482,1604775
2778,8875,1604776
1190,9154,1604830
418,8482,1604879
3613,9104,1604934
4448,8397,1604941
1190,9154,1604947
3613,9104,1604965
1190,9154,1604994
5383,9087,1605052
2711,8575,1605053
2565,9073,1605142
3613,9104,1605164
1190,9154,1605189
1032,8693,1605239
2565,9073,1605261
3613,9104,1605313
286,8296,1605422
2565,9073,1605452
286,8296,1605474
885,8657,1605498
5936,9072,1605506
1190,9114,1605561
2544,8336,1605600
553,8624,1605612
5528,9122,1605617
3350,9145,1605635
227,8396,1605637
6,8233,1605645
182,8458,1605661
3613,9104,1605683
3613,9104,1605726
4448,8397,1605745
2735,8934,1605750
368,8444,1605791
1190,9154,1605799
343,8334,1605808
443,8505,1605836
1190,9154,1605845
5937,8687,1605847
18,8687,1605857
1479,8775,1605859
5934,8261,1605879
1190,9154,1605883
1032,8693,1605889
1190,9154,1605896
3613,9104,1605897
968,8339,1605897
5528,9122,1605908
182,8458,1605914
2544,8305,1605964
3613,9104,1606006
1032,8693,1606017
775,8339,1606035
995,8635,1606044
1048,8419,1606072
4488,9066,1606073
1190,9154,1606074
1190,9154,1606090
1479,8775,1606096
4488,9066,1606100
368,8849,1606124
4488,9066,1606125
7,8234,1606147
1190,9154,1606151
1479,8775,1606151
5519,9144,1606164
995,8635,1606181
1479,8775,1606190
1190,9154,1606205
1206,8276,1606222
1612,8878,1606244
308,8587,1606318
308,8587,1606334
227,8396,1606334
1190,9154,1606383
1720,8663,1606403
1190,9154,1606411
5938,8649,1606418
5938,8649,1606439
775,8339,1606452
1206,8276,1606453
5938,8649,1606462
1190,9154,1606464
2712,8382,1606472
4488,9066,1606473
4814,9020,1606512
1190,9154,1606515
436,8624,1606569
196,8375,1606632
494,8412,1606634
6,8233,1606636
2735,8934,1606678
1291,8323,1606692
1043,8639,1606693
1291,8323,1606719
436,8624,1606723
1190,9154,1606726
1043,8639,1606744
5390,8820,1606752
3394,8412,1606759
1190,9154,1606769
4488,9066,1606784
1190,9154,1606824
1043,8639,1606831
4488,9066,1606885
775,8339,1606910
3350,9145,1606926
4488,9066,1606965
3350,9145,1606987
4814,9020,1606988
2649,8928,1607030
3350,9145,1607096
507,9124,1607122
3081,8870,1607171
308,8624,1607202
968,8999,1607225
968,8999,1607250
1430,8630,1607255
2649,8928,1607286
2735,8934,1607308
5390,8820,1607329
1430,8630,1607350
196,8375,1607374
2922,8949,1607387
1190,9154,1607468
1190,9154,1607494
1190,9154,1607511
507,9124,1607543
4801,8808,1607564
4448,8397,1607583
1190,9154,1607601
226,8395,1607723
4448,8397,1607739
1190,9154,1607741
4801,8808,1607781
5321,8500,1607783
1190,9154,1607800
5321,8500,1607840
3883,8360,1607881
5300,9110,1607894
1140,8509,1607897
1190,9154,1607956
120,8412,1607961
5939,8649,1607965
1190,9154,1607977
4880,9072,1607977
1190,9154,1607987
365,8235,1608034
2649,8928,1608038
5321,8500,1608038
1206,8276,1608100
1190,9154,1608153
3350,9145,1608153
1253,8630,1608156
2070,8302,1608175
5939,8649,1608195
1253,8630,1608222
1976,8578,1608228
404,8491,1608243
3350,9145,1608260
968,8999,1608270
968,8999,1608277
2649,8928,1608310
1190,9154,1608325
1744,8610,1608353
5321,8500,1608371
5913,8856,1608393
1190,9154,1608400
952,8640,1608404
2649,8928,1608409
1998,8858,1608413
3763,9026,1608425
2070,8850,1608461
952,8640,1608483
507,9124,1608505
3763,9026,1608539
952,8640,1608550
952,8640,1608570
952,8640,1608590
4448,8397,1608593
3883,8360,1608613
2735,8934,1608639
1190,9154,1608675
1190,9154,1608695
2649,8928,1608711
5913,8856,1608712
3883,8360,1608717
3763,9026,1608745
1334,9101,1608771
507,9124,1608822
1190,9154,1608822
5939,8626,1608825
833,8575,1608838
286,8788,1608840
1190,9154,1608846
2735,8934,1608856
5940,8772,1608861
968,8318,1609005
2649,8928,1609009
968,8318,1609014
2735,8934,1609038
198,8376,1609038
1430,8630,1609062
7,8234,1609068
2922,8949,1609080
5941,8987,1609081
411,8295,1609098
5941,8987,1609108
2649,8928,1609114
1430,8630,1609117
3492,9117,1609128
5374,8576,1609132
5742,8853,1609141
2649,8928,1609149
198,8376,1609164
2649,8928,1609193
5941,8987,1609221
5942,8291,1609233
1744,8610,1609243
4448,8397,1609259
538,8332,1609277
769,8318,1609279
1998,8858,1609279
3763,9026,1609333
538,8376,1609335
1190,9154,1609348
1334,9101,1609361
1190,9154,1609362
182,8318,1609364
5939,8626,1609376
1744,8610,1609380
3350,9145,1609415
1744,8610,1609456
1998,8858,1609498
3763,9026,1609528
1998,8858,1609532
1190,9154,1609533
5943,8873,1609569
18,8283,1609608
1190,9154,1609624
3465,8594,1609626
2295,8692,1609667
968,8999,1609689
4448,8397,1609695
1334,9101,1609699
1998,8858,1609719
5944,9083,1609742
1190,9154,1609750
1334,9101,1609776
3492,9117,1609787
824,8240,1609814
3492,9117,1609819
1998,8858,1609822
2295,8692,1609832
411,8295,1609863
1190,9154,1609864
1190,9154,1609902
179,8363,1609919
1190,9154,1609982
1190,9154,1610002
2295,8692,1610051
477,8850,1610054
3763,9026,1610094
182,8318,1610147
2922,8949,1610148
1190,9154,1610156
1190,9154,1610184
3350,9145,1610237
5945,8369,1610252
5104,9094,1610268
2295,8692,1610319
1998,8858,1610351
69,8630,1610371
2826,8685,1610376
1998,8858,1610379
5927,8779,1610388
5519,9144,1610398
4448,8397,1610425
1190,9154,1610426
2826,8685,1610430
411,8295,1610454
5945,8369,1610463
2826,8685,1610483
3763,9026,1610503
3372,8610,1610551
108,8538,1610565
1190,9154,1610582
4835,8578,1610584
3763,9026,1610598
4835,8578,1610607
1190,9154,1610612
411,8295,1610631
1190,9154,1610647
1190,9154,1610664
452,8299,1610671
1190,9154,1610678
108,8538,1610682
1190,9154,1610699
68,8334,1610702
411,8295,1610711
5946,8880,1610737
1710,8283,1610765
1703,8569,1610765
4460,8685,1610768
3779,9101,1610793
5946,8880,1610815
483,9072,1610819
641,9107,1610824
641,9107,1610881
5927,8779,1610894
641,9107,1610903
1190,9154,1610928
1685,8270,1610930
2826,8685,1610938
1998,8858,1610944
1703,8569,1610947
3779,9101,1610948
9,9097,1610950
1253,8630,1610977
641,9107,1610993
1703,8569,1610994
5947,9155,1610994
1998,8858,1611018
3741,8873,1611045
5947,9155,1611057
5948,8818,1611059
483,9072,1611063
3779,9101,1611069
5948,8818,1611084
5895,8863,1611095
641,9107,1611100
5104,9094,1611101
1703,8569,1611132
1258,8959,1611150
411,8295,1611172
5895,8863,1611203
597,8294,1611236
1025,8575,1611239
939,8633,1611240
5949,8829,1611250
88,8952,1611264
68,8632,1611274
998,8999,1611282
936,8882,1611300
939,9052,1611308
2826,8685,1611310
2193,8883,1611322
411,8295,1611332
507,9124,1611335
441,8506,1611371
441,8506,1611395
5947,9155,1611402
2193,8883,1611411
641,9107,1611421
4842,8979,1611476
998,8685,1611480
4842,8979,1611497
401,9076,1611524
5104,9094,1611526
5950,9156,1611533
401,9076,1611546
5125,9096,1611547
1671,8549,1611551
401,9076,1611569
2826,8685,1611573
401,9012,1611593
5125,9096,1611605
3492,9117,1611643
9,8235,1611655
998,8930,1611660
5847,8587,1611664
3647,8918,1611675
1821,8802,1611699
5125,9096,1611749
5895,8863,1611767
99,8541,1611800
3364,8397,1611817
5895,8863,1611842
99,8541,1611848
998,9076,1611859
577,8511,1611862
5300,9110,1611936
99,8541,1611981
5951,8326,1612008
3492,9117,1612021
5263,8981,1612035
2183,8632,1612055
5952,8742,1612074
392,8288,1612092
5519,9144,1612095
5952,8742,1612101
3966,8624,1612110
401,9012,1612120
401,9012,1612131
1812,8412,1612147
401,9012,1612148
3492,9117,1612153
401,9012,1612158
3364,8397,1612166
5519,9144,1612191
820,8347,1612230
320,8412,1612291
5519,9144,1612303
3364,8397,1612304
1253,8630,1612312
2527,8684,1612327
3492,9117,1612354
5508,9103,1612379
1190,9154,1612390
820,8347,1612406
5949,8829,1612435
1612,8878,1612441
2137,8878,1612462
401,8568,1612514
5953,9082,1612530
401,8766,1612591
510,8526,1612603
642,8581,1612605
2527,8326,1612626
1253,8630,1612633
5954,9157,1612669
5953,9082,1612685
3921,9143,1612702
5866,9145,1612760
477,8520,1612779
3437,9002,1612782
641,9107,1612800
477,8520,1612816
5955,8478,1612831
1998,8858,1612833
5866,9145,1612840
3492,9117,1612907
105,8999,1612910
1998,8858,1612916
5956,8779,1612928
3437,9002,1612955
3986,8684,1612969
105,8999,1612973
438,9072,1613004
3437,9002,1613012
401,8766,1613025
609,8342,1613049
477,8296,1613078
444,8435,1613080
2180,8630,1613082
105,8999,1613092
1190,9154,1613101
5954,9157,1613117
1190,9154,1613121
2527,8684,1613131
2448,9072,1613156
105,8999,1613159
495,8624,1613172
507,9124,1613188
5259,8604,1613191
88,8952,1613217
4533,8829,1613232
1190,9154,1613237
401,8573,1613237
477,8918,1613246
1076,8591,1613252
1703,8569,1613254
642,8581,1613265
477,8918,1613318
1998,8858,1613342
5742,8853,1613363
5210,8270,1613365
642,8581,1613373
642,8581,1613386
998,8999,1613387
998,8999,1613426
998,8999,1613471
4488,9066,1613504
1325,8396,1613511
1190,9154,1613515
1190,9154,1613541
4488,9066,1613562
1792,8329,1613565
1190,9154,1613605
411,8295,1613616
1190,9154,1613629
913,9143,1613633
5759,9141,1613641
952,8640,1613644
4488,9066,1613645
5390,8820,1613648
742,8252,1613656
5759,9141,1613666
4488,9066,1613677
1253,8630,1613692
1020,8499,1613712
5528,9122,1613760
5528,9122,1613771
5759,9141,1613779
5957,8566,1613822
5759,9141,1613823
843,8639,1613838
5742,8853,1613846
105,8999,1613851
783,8646,1613855
1656,8570,1613859
411,8295,1613906
1190,9154,1613917
3486,9084,1613923
5390,8820,1613942
1656,8570,1613961
1706,8296,1613975
5528,9122,1614027
4247,8788,1614037
1190,9154,1614054
5528,9122,1614079
4711,8657,1614086
444,8369,1614086
1190,9154,1614091
5929,8397,1614091
843,8639,1614117
5759,9141,1614117
4711,8657,1614126
4711,8657,1614144
2295,8692,1614148
105,8999,1614162
5759,9141,1614166
88,8952,1614186
2523,8236,1614190
5390,8820,1614190
1706,8296,1614194
105,8999,1614201
4752,8578,1614202
4533,8829,1614229
2295,8692,1614234
7,8234,1614252
5759,9141,1614253
510,8526,1614293
212,8315,1614294
5759,9141,1614300
307,8429,1614314
5958,8999,1614325
1444,8357,1614343
3519,8294,1614343
843,8639,1614344
5959,8592,1614349
88,8952,1614351
198,8376,1614382
307,8429,1614383
3519,8294,1614385
5759,9141,1614408
307,8429,1614421
5958,8999,1614434
4402,8684,1614541
69,8546,1614545
105,8999,1614554
1444,8357,1614561
602,8562,1614578
401,9012,1614584
5954,9157,1614597
105,8999,1614598
5759,9141,1614606
2295,8692,1614620
998,8999,1614626
1253,8630,1614644
1986,8624,1614667
5759,9141,1614670
1253,8630,1614673
1706,8296,1614674
401,8818,1614685
1986,8624,1614703
510,8526,1614707
411,8295,1614714
4533,8829,1614714
1986,8624,1614727
442,8455,1614727
5954,9157,1614738
179,8363,1614741
998,8999,1614747
5877,8673,1614758
2922,8949,1614766
1878,8737,1614790
1706,8296,1614805
179,8363,1614810
510,8526,1614842
507,9124,1614856
5954,9157,1614864
4533,8829,1614870
411,8295,1614886
998,8999,1614930
179,8363,1614974
375,8258,1614990
875,8779,1615022
563,8287,1615042
510,8526,1615056
1190,9154,1615080
4241,8735,1615086
1072,8372,1615096
1190,9154,1615100
1072,8372,1615128
1067,8419,1615131
4241,8735,1615145
4448,8397,1615166
5759,9141,1615185
271,8433,1615216
105,8999,1615219
2180,8630,1615222
2527,8684,1615261
231,8397,1615265
1072,8372,1615277
1245,9042,1615295
1190,9154,1615302
5125,9096,1615320
5759,9141,1615321
1190,9154,1615353
5125,9096,1615399
4241,8735,1615427
5125,9096,1615438
740,8718,1615444
582,8412,1615450
4448,8397,1615455
1072,8372,1615483
1190,9154,1615486
411,8295,1615497
5613,9116,1615501
843,8639,1615508
5934,8261,1615526
271,8433,1615535
5613,9116,1615545
5759,9141,1615547
105,8999,1615576
411,8295,1615580
1326,8273,1615586
3468,8299,1615601
1326,8273,1615602
271,8433,1615616
4448,8397,1615639
3468,8299,1615640
1755,8424,1615651
489,8242,1615661
5960,8468,1615674
3486,9084,1615695
271,8433,1615704
5961,8373,1615713
5962,8802,1615738
5961,8373,1615741
3384,8998,1615747
5963,9158,1615751
489,8242,1615784
5104,9094,1615795
998,8999,1615797
5948,9012,1615830
5895,8863,1615834
3384,8998,1615848
2066,8499,1615851
105,8999,1615925
1190,9154,1615928
69,8856,1615940
1190,9154,1615943
998,9012,1615953
5390,8820,1615973
5104,9094,1615988
2180,8630,1616006
960,8254,1616012
1190,9154,1616014
197,8737,1616016
5948,9012,1616019
5499,9120,1616050
5300,9110,1616059
5963,9158,1616072
5390,8820,1616084
3486,9084,1616101
307,8429,1616109
4241,8735,1616114
411,8295,1616151
5499,9120,1616153
307,8429,1616153
4219,8267,1616165
4535,8792,1616194
510,8526,1616197
3486,9084,1616243
401,9012,1616293
307,8429,1616299
1190,9114,1616366
4241,8735,1616377
998,9012,1616394
411,8295,1616412
271,8433,1616433
4101,8856,1616439
344,8766,1616465
5519,9144,1616503
4527,9056,1616504
5948,9012,1616515
4101,8856,1616543
510,8526,1616558
1253,8630,1616572
5519,9144,1616595
1990,8412,1616632
5519,9144,1616647
901,9027,1616647
998,9012,1616710
401,9012,1616726
4770,8592,1616727
411,8295,1616747
4770,8261,1616784
5964,8296,1616784
243,8412,1616792
1253,8630,1616797
411,8295,1616816
1812,8412,1616846
243,8412,1616871
401,9012,1616911
5519,9144,1616912
105,8999,1616938
1821,8585,1616941
1190,9114,1616960
90,8291,1616996
5519,9144,1617025
401,8766,1617042
998,9012,1617057
3486,9084,1617061
90,8291,1617061
5965,8779,1617078
4765,8515,1617092
2527,8684,1617095
626,8610,1617098
4770,8972,1617100
5528,9122,1617105
5528,9122,1617124
105,8999,1617164
624,8990,1617172
444,8402,1617194
90,8291,1617202
5528,9122,1617202
624,8990,1617208
5528,9122,1617215
5948,9012,1617222
5966,8700,1617232
401,9076,1617243
624,8990,1617245
1334,9101,1617253
1280,8626,1617269
984,8550,1617272
2523,8291,1617276
5967,8779,1617290
231,8397,1617301
105,8999,1617317
271,8433,1617336
5967,8779,1617351
90,8291,1617355
383,8481,1617363
5967,8779,1617374
271,8433,1617385
401,9012,1617400
5528,9122,1617404
105,8999,1617418
624,8717,1617418
401,9012,1617424
5528,9122,1617426
897,8663,1617426
401,9012,1617441
5967,8779,1617459
95,8309,1617467
231,8397,1617471
401,9012,1617487
79,8329,1617489
624,8717,1617516
624,8717,1617531
998,8999,1617564
79,8329,1617569
105,8999,1617574
1045,8506,1617577
344,8766,1617590
438,9072,1617590
1045,8506,1617599
499,9139,1617668
438,8779,1617672
5895,8863,1617678
642,8581,1617695
641,9107,1617709
243,8412,1617722
3368,8536,1617737
215,8387,1617769
5750,8291,1617791
457,8431,1617794
411,8295,1617815
215,8387,1617828
215,8387,1617850
4101,8856,1617878
1280,8626,1617880
18,8595,1617884
215,8387,1617895
411,8295,1617914
5759,9141,1617962
105,8999,1617980
95,8309,1617992
344,8766,1618009
641,9107,1618039
4516,8595,1618048
215,8387,1618079
488,8992,1618083
2961,8681,1618087
411,8295,1618108
5759,9141,1618110
641,9107,1618127
5759,9141,1618131
641,9107,1618155
1685,8270,1618159
1672,8781,1618173
95,8309,1618184
340,8267,1618234
641,9107,1618240
1672,8781,1618255
4533,8829,1618260
641,9107,1618272
95,8309,1618291
231,8397,1618311
403,9072,1618352
2961,8681,1618367
69,8536,1618374
641,9107,1618385
5968,8735,1618404
500,9150,1618408
25,8252,1618431
1685,8270,1618432
5969,9159,1618446
403,9072,1618467
5970,8286,1618484
5969,9159,1618502
641,9107,1618503
403,9072,1618534
5528,9122,1618544
5969,9159,1618567
5528,9122,1618573
403,9072,1618580
411,8295,1618593
231,8397,1618639
488,8992,1618657
231,8397,1618670
500,8735,1618675
105,8999,1618684
488,8992,1618735
231,8397,1618752
1296,8700,1618760
105,8999,1618762
105,8999,1618788
403,9072,1618788
1681,8251,1618856
403,9072,1618869
488,8992,1618876
5969,9159,1618894
231,8397,1618923
5759,9141,1618931
2518,8468,1618934
5969,9159,1618992
403,9072,1618998
2180,8630,1619021
1284,8329,1619097
95,8309,1619106
3384,8998,1619173
1284,8329,1619186
477,8250,1619193
964,8714,1619205
1284,8329,1619220
431,8372,1619236
5759,9141,1619270
3384,8998,1619279
5759,9141,1619290
431,8372,1619296
783,8283,1619332
3384,8998,1619338
5954,9157,1619359
5954,9157,1619377
3384,8998,1619421
477,8312,1619425
5954,9157,1619444
3384,8998,1619486
3115,9072,1619504
4770,8592,1619534
3384,8998,1619559
5759,9141,1619560
1149,8870,1619560
5971,9078,1619577
1079,8708,1619612
3384,8998,1619656
477,8965,1619704
5550,9126,1619739
1681,8251,1619780
3384,8998,1619798
5528,9122,1619806
5528,9122,1619821
1253,8630,1619852
5759,9141,1619867
1079,8708,1619871
401,9076,1619875
25,8252,1619888
401,9076,1619900
5539,9124,1619922
964,8680,1619949
1079,8708,1619955
2135,9133,1619958
5972,8447,1619972
952,8640,1619981
401,8818,1619983
5895,8863,1619999
69,8999,1620003
401,8818,1620016
1681,8251,1620019
1079,8708,1620020
4042,8977,1620033
5895,8863,1620046
2135,9133,1620051
5528,9122,1620055
4042,8977,1620060
5539,9124,1620061
5519,9144,1620071
499,9139,1620082
5954,9157,1620099
5528,9122,1620128
5895,8863,1620140
5539,9124,1620147
998,8999,1620151
5954,9157,1620164
25,8252,1620179
1681,8251,1620189
5954,9157,1620192
5539,9124,1620203
5519,9144,1620206
499,9139,1620226
2865,8929,1620233
1149,8718,1620245
4403,8807,1620250
3391,8649,1620263
2865,8929,1620268
998,8930,1620279
236,8291,1620288
5954,9157,1620292
3355,9030,1620311
5528,9122,1620311
2308,8572,1620320
1507,8305,1620322
4448,8397,1620342
5550,9126,1620352
1507,8305,1620375
683,8371,1620390
5390,8820,1620393
1079,8708,1620396
1725,8703,1620396
499,9139,1620405
5539,9124,1620412
718,8807,1620431
5550,9126,1620434
1666,8814,1620491
998,9076,1620496
1507,8305,1620504
1149,8779,1620525
1013,8369,1620555
1681,8251,1620569
998,8930,1620575
2826,8685,1620601
1034,8684,1620616
1013,8369,1620628
2180,8630,1620650
2826,8685,1620652
998,8685,1620703
2247,8792,1620704
2247,8792,1620706
975,9097,1620730
3492,9117,1620742
2742,8780,1620771
1681,8251,1620778
4362,9072,1620796
998,8930,1620853
2742,8780,1620858
271,8433,1620858
1666,8814,1620861
964,8680,1620868
602,8575,1620869
5973,8850,1620907
1681,8251,1620933
740,8718,1620941
5954,9157,1620941
4448,8397,1620944
3492,9117,1620947
271,8433,1620958
1079,8708,1620972
5954,9157,1620991
5974,8552,1621010
4448,8397,1621022
334,8512,1621034
5975,8576,1621036
334,8616,1621053
271,8433,1621107
5020,8242,1621112
1681,8251,1621126
5976,8251,1621176
191,8296,1621191
1681,8251,1621192
401,8738,1621201
334,8678,1621207
4483,9064,1621208
5977,8447,1621222
14,8685,1621226
495,8624,1621232
5895,8863,1621240
334,8678,1621249
5977,8447,1621260
14,8685,1621263
1079,8708,1621279
1013,8369,1621280
2826,8685,1621281
1079,8708,1621282
3330,8956,1621286
5623,8388,1621292
5263,9103,1621307
698,8236,1621310
2826,8685,1621318
5539,9124,1621339
5978,8309,1621349
334,8470,1621357
5390,8820,1621362
2826,8685,1621365
769,8339,1621375
998,8930,1621382
3330,8956,1621407
14,8660,1621432
5539,9124,1621439
5390,8820,1621457
14,8660,1621466
5934,8261,1621467
760,8742,1621479
14,8660,1621484
365,8471,1621489
5539,9124,1621508
2826,8685,1621512
760,8742,1621518
1079,8708,1621578
5974,8552,1621581
5979,9072,1621590
510,8526,1621593
77,8328,1621594
1695,8586,1621595
5934,8261,1621613
5263,9103,1621615
5539,9124,1621642
1264,8590,1621662
998,8685,1621711
1819,8817,1621729
3492,9117,1621750
2865,9143,1621765
3454,8503,1621773
5934,8261,1621830
5979,9072,1621848
3032,8412,1621854
5390,8820,1621857
3032,8412,1621878
510,8526,1621887
1067,8512,1621913
1382,8248,1621925
3454,8503,1621933
2826,8685,1621935
365,8471,1621941
3427,9000,1621941
3238,8555,1621948
343,8465,1621952
365,8471,1621963
14,8685,1622002
343,8465,1622002
6,8233,1622008
5263,9103,1622024
510,8526,1622030
1149,8718,1622044
1264,8590,1622081
5980,8685,1622083
5390,8820,1622086
14,8685,1622114
1070,8383,1622139
5936,9072,1622141
1382,8248,1622148
1444,8591,1622156
5390,8820,1622165
1079,8708,1622205
1067,8616,1622210
99,8541,1622246
1507,8305,1622248
1067,8470,1622255
25,8252,1622270
1382,8248,1622283
271,8433,1622308
3115,9072,1622317
5390,8820,1622363
5390,8820,1622410
2826,8685,1622431
5954,9157,1622433
25,8252,1622434
4483,9064,1622442
5981,9160,1622450
4241,8735,1622457
998,8999,1622459
1666,8814,1622472
271,8433,1622476
5954,9157,1622477
1819,8817,1622501
5981,9160,1622509
5982,9002,1622535
1079,8708,1622549
500,8670,1622569
5981,9160,1622580
510,8526,1622592
2449,8653,1622592
4535,8735,1622595
4483,9064,1622605
3238,8555,1622622
5954,9157,1622626
5895,8863,1622664
5954,9157,1622675
25,8252,1622688
4551,9069,1622698
5519,9144,1622702
5954,9157,1622709
6,8233,1622709
3443,8696,1622742
998,8930,1622754
3508,8685,1622754
4551,9069,1622766
1819,8817,1622777
5759,9141,1622785
2489,8956,1622804
3443,8696,1622824
14,8685,1622827
5954,9157,1622865
998,8930,1622893
1720,8663,1622903
4042,8977,1622905
5759,9141,1622906
271,8433,1622930
5759,9141,1622979
1976,8578,1622999
5954,9157,1623004
88,8952,1623015
1720,8663,1623019
3764,8468,1623021
5528,9122,1623075
5759,9141,1623081
5983,8381,1623090
1720,8663,1623097
4042,8977,1623103
3764,8468,1623110
5528,9122,1623122
2742,8780,1623131
867,8649,1623144
5759,9141,1623176
5954,9157,1623180
1070,8383,1623196
3713,8818,1623197
5954,9157,1623207
5870,8888,1623221
88,8952,1623222
4535,9161,1623226
4551,9069,1623229
1253,8630,1623238
867,8649,1623255
269,8432,1623269
1819,8817,1623270
2826,8685,1623273
1720,8663,1623274
5528,9122,1623286
2826,8685,1623286
5982,9002,1623289
3352,8818,1623298
5954,9157,1623302
5528,9122,1623313
5983,8381,1623321
5895,8863,1623334
2826,8685,1623334
5528,9122,1623347
88,8952,1623357
1819,8817,1623371
3352,8818,1623374
1253,8630,1623400
446,8433,1623412
3352,8818,1623465
592,8818,1623467
5895,8863,1623485
1253,8630,1623486
5528,9122,1623489
4267,8603,1623510
2388,9090,1623516
1973,8829,1623522
3858,9044,1623543
5759,9141,1623557
1973,8829,1623576
510,8526,1623581
3713,8818,1623587
3858,9033,1623672
1075,9057,1623703
2899,8818,1623704
271,8433,1623706
998,8818,1623744
69,8555,1623783
256,8569,1623810
269,8432,1623811
1334,9101,1623816
998,8818,1623832
1075,9057,1623860
88,8952,1623879
256,8569,1623899
1002,8313,1623908
1075,9057,1623920
271,8433,1623924
343,8465,1623945
2527,8684,1623961
4215,9054,1623967
1210,8349,1623980
5895,8863,1623989
3427,9000,1623994
1819,8817,1624001
2826,8685,1624011
5895,8863,1624023
2527,8684,1624029
2111,8349,1624055
1180,8703,1624069
1334,9101,1624070
1886,9133,1624070
50,8275,1624079
1326,8648,1624120
1819,8817,1624132
90,8462,1624151
4551,9069,1624163
4504,8854,1624172
5984,8251,1624181
553,8640,1624187
4504,8854,1624237
2527,8684,1624241
5985,8372,1624243
1190,8275,1624243
4652,8471,1624247
2826,8685,1624254
1190,8275,1624257
4801,8808,1624267
4504,8854,1624273
510,8526,1624273
4504,8854,1624290
1190,8275,1624291
4504,8854,1624314
1190,8275,1624319
867,8649,1624334
2826,8685,1624335
231,8397,1624341
5623,8247,1624346
5986,8738,1624358
5523,8930,1624367
867,8649,1624385
271,8433,1624387
423,8831,1624392
881,8272,1624397
5987,8807,1624401
5986,8738,1624408
5523,8930,1624415
1253,8630,1624416
5539,9124,1624423
1886,9133,1624444
5895,8863,1624445
1079,8708,1624463
231,8397,1624512
998,8738,1624517
2527,8684,1624521
5895,8863,1624530
1075,9057,1624571
2879,8348,1624584
271,8433,1624610
5988,9097,1624617
4504,8854,1624650
998,8930,1624662
4551,9069,1624663
4853,8685,1624664
1079,8708,1624673
145,8345,1624682
5989,8557,1624687
1819,8817,1624688
1720,8663,1624705
628,8447,1624706
1190,8275,1624742
4504,8854,1624755
1149,8590,1624763
1190,8275,1624772
3427,9000,1624772
5989,8557,1624774
867,8649,1624788
1720,8663,1624790
1886,8261,1624792
5895,8863,1624807
5895,8863,1624871
5475,8818,1624871
344,8449,1624881
867,8649,1624920
641,9107,1624935
5990,9152,1624957
1269,8849,1624972
231,8397,1624978
998,8818,1625014
624,8818,1625031
998,8685,1625073
198,8376,1625097
5991,8564,1625117
4551,9069,1625142
3030,9156,1625211
365,8471,1625217
5895,8863,1625222
4551,9069,1625274
2698,8797,1625274
108,9133,1625278
365,8471,1625305
4551,9069,1625306
5895,8863,1625310
5524,8689,1625317
5934,8261,1625339
3030,9156,1625344
4488,9066,1625402
2698,8797,1625406
897,8663,1625436
69,8313,1625437
3030,9156,1625447
278,8261,1625457
271,8433,1625462
5992,8677,1625477
5106,9003,1625486
4551,9069,1625553
1530,8779,1625559
3030,9156,1625559
5519,9144,1625565
3030,9156,1625614
1034,8684,1625631
5992,8677,1625633
5993,8556,1625641
641,9107,1625652
175,8252,1625681
5981,9160,1625715
936,8251,1625739
3142,8568,1625754
2592,9114,1625764
2088,8434,1625774
3142,8568,1625780
5992,8698,1625797
936,8251,1625798
1986,8624,1625808
3030,9156,1625815
2592,9114,1625828
3030,9156,1625887
5992,8698,1625900
2592,9114,1625920
5948,8818,1625932
536,8575,1625952
3030,9156,1625972
278,8261,1625996
2592,9114,1625997
4488,9066,1626005
1382,8759,1626018
624,8383,1626056
1075,9057,1626056
278,8592,1626095
5895,8863,1626112
3030,9156,1626112
3858,9044,1626179
5934,8261,1626181
5992,8677,1626185
5895,8863,1626205
2398,9009,1626208
3030,9156,1626214
2021,8518,1626220
1083,9024,1626282
145,8345,1626290
278,8592,1626315
4504,8866,1626319
