,start,end,days
11211,470,1393,127
11212,1274,1393,71
11213,2030,1393,178
11214,662,1393,141
11215,19,1393,118
11216,1141,1393,145
11217,81,1393,83
11218,514,1393,83
11219,1328,1393,78
11220,1406,1393,166
11221,1402,1393,161
11222,156,1393,157
11223,1394,1393,156
11224,426,1393,147
11225,1428,1393,132
11226,1275,1393,128
11227,1395,1393,127
11228,1432,1393,126
11229,609,1393,112
11230,139,1393,105
11231,702,1393,83
11232,260,1393,82
11233,1407,1393,81
11234,1790,1393,58
11235,405,1393,53
11236,461,1393,46
11237,2031,1393,44
11238,1393,470,127
11239,1393,1399,127
11240,1393,54,127
11241,1393,1395,127
11242,1393,1391,176
11243,1393,435,119
11244,1393,3495,111
11245,1393,81,109
11246,1393,514,83
11247,1393,2030,178
11248,1393,1401,177
11249,1393,3558,169
11250,1393,2733,169
11251,1393,3082,168
11252,1393,1317,156
11253,1393,3252,144
11254,1393,662,141
11255,1393,469,133
11256,1393,3559,131
11257,1393,2312,128
11258,1393,2282,126
11259,1393,3560,126
11260,1393,139,121
11261,1393,19,119
11262,1393,491,119
11263,1393,609,112
11264,1393,702,83
11265,1393,1407,81
11266,1393,1558,72
11267,1393,1274,69
11268,1393,461,46
11269,1393,3561,141
11270,1393,1101,73
11271,1393,946,113
11272,407,524,57
11273,49,524,41
11274,2032,524,22
11275,443,524,22
11276,1527,524,24
11277,2033,524,22
11278,527,524,21
11279,478,524,23
11280,771,524,22
11281,899,524,50
11282,514,524,46
11283,1364,524,45
11284,1580,524,43
11285,13,524,41
11286,507,524,41
11287,130,524,41
11288,504,524,40
11289,1501,524,40
11290,139,524,26
11291,2034,524,24
11292,136,524,23
11293,1872,524,23
11294,2035,524,23
11295,2036,524,22
11296,1134,524,22
11297,2037,524,22
11298,2038,524,22
11299,447,524,22
11300,790,524,21
11301,2039,524,21
11302,387,524,21
11303,2040,524,21
11304,1144,524,21
11305,2041,524,21
11306,2042,524,21
11307,2043,524,21
11308,1467,524,20
11309,524,432,114
11310,524,49,41
11311,524,401,87
11312,524,443,57
11313,524,1527,24
11314,524,2033,22
11315,524,3562,21
11316,524,771,22
11317,524,478,23
11318,524,1364,45
11319,524,408,45
11320,524,1580,43
11321,524,1582,42
11322,524,13,41
11323,524,507,41
11324,524,130,41
11325,524,504,40
11326,524,1501,40
11327,524,139,25
11328,524,2034,24
11329,524,136,23
11330,524,1872,23
11331,524,2035,23
11332,524,2036,22
11333,524,1134,22
11334,524,2038,22
11335,524,447,22
11336,524,1464,22
11337,524,790,21
11338,524,387,21
11339,524,1144,21
11340,524,2041,21
11341,524,2042,21
11342,524,2043,21
11343,524,3537,21
11344,524,1467,20
11345,524,1064,87
11346,524,3563,25
11347,524,781,23
11348,524,2039,25
11349,716,408,80
11350,647,408,66
11351,1449,408,79
11352,1620,408,69
11353,1162,408,57
11354,2044,408,48
11355,407,408,46
11356,243,408,70
11357,474,408,63
11358,433,408,58
11359,514,408,50
11360,1002,408,50
11361,1129,408,48
11362,2045,408,48
11363,2046,408,48
11364,512,408,48
11365,461,408,48
11366,411,408,48
11367,1117,408,47
11368,1689,408,46
11369,1478,408,46
11370,983,408,46
11371,1557,408,45
11372,196,408,30
11373,371,408,29
11374,1015,408,28
11375,1900,408,28
11376,408,3564,26
11377,408,1620,68
11378,408,1449,79
11379,408,243,70
11380,408,983,46
11381,408,407,46
11382,408,716,45
11383,408,1162,28
11384,408,647,66
11385,408,514,50
11386,408,1002,50
11387,408,2044,48
11388,408,1129,48
11389,408,2045,48
11390,408,2046,48
11391,408,512,48
11392,408,461,48
11393,408,411,48
11394,408,1689,46
11395,408,1478,46
11396,408,3565,46
11397,408,1557,45
11398,408,196,30
11399,408,371,29
11400,408,1015,28
11401,408,1900,28
11402,408,132,68
11403,1123,268,41
11404,19,268,109
11405,1148,268,109
11406,407,268,46
11407,1186,268,46
11408,1364,268,46
11409,1362,268,43
11410,13,268,44
11411,2047,268,37
11412,872,268,96
11413,2048,268,96
11414,1144,268,88
11415,688,268,88
11416,204,268,88
11417,651,268,85
11418,7,268,80
11419,658,268,78
11420,2049,268,74
11421,224,268,71
11422,2050,268,66
11423,632,268,65
11424,979,268,65
11425,1174,268,63
11426,458,268,61
11427,810,268,60
11428,522,268,60
11429,680,268,60
11430,281,268,59
11431,1158,268,58
11432,120,268,54
11433,882,268,48
11434,1252,268,46
11435,1217,268,44
11436,514,268,51
11437,702,268,43
11438,130,268,40
11439,477,268,40
11440,442,268,40
11441,556,268,39
11442,336,268,39
11443,2051,268,39
11444,337,268,39
11445,1370,268,38
11446,268,2049,75
11447,268,514,46
11448,268,13,44
11449,268,19,109
11450,268,1148,109
11451,268,1186,46
11452,268,1364,46
11453,268,130,40
11454,268,442,40
11455,268,1123,40
11456,268,2047,37
11457,268,872,96
11458,268,2048,96
11459,268,688,88
11460,268,204,88
11461,268,651,85
11462,268,7,80
11463,268,658,78
11464,268,224,71
11465,268,3507,66
11466,268,2050,66
11467,268,632,65
11468,268,979,65
11469,268,458,61
11470,268,810,60
11471,268,522,60
11472,268,680,60
11473,268,1174,60
11474,268,281,59
11475,268,1158,58
11476,268,120,54
11477,268,882,48
11478,268,1252,46
11479,268,407,46
11480,268,1217,44
11481,268,702,43
11482,268,1362,42
11483,268,477,40
11484,268,556,39
11485,268,336,39
11486,268,2051,39
11487,268,337,39
11488,268,1370,38
11489,2052,256,78
11490,1332,256,71
11491,563,256,71
11492,243,256,80
11493,2053,256,71
11494,224,256,71
11495,2054,256,88
11496,1876,256,79
11497,1654,256,71
11498,2055,256,98
11499,1327,256,82
11500,427,256,70
11501,890,256,86
11502,1330,256,83
11503,2056,256,82
11504,1350,256,81
11505,1325,256,80
11506,2057,256,80
11507,1889,256,78
11508,2058,256,77
11509,203,256,76
11510,1318,256,73
11511,2059,256,71
11512,1300,256,71
11513,2060,256,71
11514,1891,256,71
11515,2061,256,70
11516,1267,256,70
11517,509,256,69
11518,642,256,144
11519,256,2052,77
11520,256,1876,79
11521,256,224,71
11522,256,2054,88
11523,256,2055,98
11524,256,1327,82
11525,256,1350,82
11526,256,2053,71
11527,256,1891,71
11528,256,427,70
11529,256,276,108
11530,256,890,86
11531,256,1330,83
11532,256,2056,82
11533,256,1325,80
11534,256,2057,80
11535,256,1889,78
11536,256,2058,77
11537,256,203,76
11538,256,243,75
11539,256,1318,73
11540,256,1332,71
11541,256,563,71
11542,256,2059,71
11543,256,2060,71
11544,256,1300,71
11545,256,1654,71
11546,256,1267,70
11547,256,2061,70
11548,256,3566,70
11549,256,509,69
11550,256,1060,87
11551,256,1061,87
11552,256,1062,87
11553,256,1063,87
11554,256,1049,87
11555,256,1168,87
11556,256,1064,87
11557,256,972,69
11558,1577,1186,46
11559,476,1186,50
11560,1759,1186,46
11561,619,1186,52
11562,983,1186,50
11563,297,1186,53
11564,1032,1186,53
11565,1215,1186,52
11566,886,1186,52
11567,1044,1186,51
11568,125,1186,52
11569,513,1186,48
11570,114,1186,57
11571,304,1186,51
11572,1567,1186,47
11573,407,1186,47
11574,2050,1186,46
11575,306,1186,46
11576,2062,1186,45
11577,1845,1186,65
11578,2063,1186,60
11579,2064,1186,56
11580,120,1186,53
11581,301,1186,52
11582,1004,1186,52
11583,2065,1186,52
11584,1635,1186,52
11585,1758,1186,52
11586,411,1186,52
11587,2066,1186,52
11588,12,1186,52
11589,2067,1186,52
11590,372,1186,52
11591,270,1186,51
11592,303,1186,51
11593,282,1186,51
11594,1249,1186,50
11595,2068,1186,50
11596,1076,1186,52
11597,1730,1186,50
11598,707,1186,50
11599,1684,1186,50
11600,1579,1186,50
11601,2069,1186,48
11602,2070,1186,48
11603,2071,1186,47
11604,2072,1186,47
11605,844,1186,47
11606,2073,1186,47
11607,317,1186,47
11608,82,1186,47
11609,514,1186,47
11610,2074,1186,46
11611,2075,1186,46
11612,13,1186,46
11613,2076,1186,46
11614,1002,1186,45
11615,1928,1186,45
11616,1387,1186,45
11617,128,1186,45
11618,1557,1186,45
11619,1262,1186,93
11620,1717,1186,95
11621,1186,1759,46
11622,1186,983,51
11623,1186,619,52
11624,1186,306,50
11625,1186,1215,52
11626,1186,886,52
11627,1186,1044,51
11628,1186,1076,52
11629,1186,125,52
11630,1186,1567,47
11631,1186,3449,49
11632,1186,2050,47
11633,1186,133,46
11634,1186,1845,65
11635,1186,2063,60
11636,1186,2064,57
11637,1186,297,53
11638,1186,120,53
11639,1186,1032,53
11640,1186,1004,52
11641,1186,2065,52
11642,1186,1635,52
11643,1186,1758,52
11644,1186,411,52
11645,1186,2066,52
11646,1186,12,52
11647,1186,2067,52
11648,1186,372,52
11649,1186,270,51
11650,1186,303,51
11651,1186,282,51
11652,1186,1249,50
11653,1186,2068,50
11654,1186,1730,50
11655,1186,707,50
11656,1186,3050,50
11657,1186,1684,50
11658,1186,1579,50
11659,1186,2069,48
11660,1186,2070,48
11661,1186,513,48
11662,1186,2071,47
11663,1186,2072,47
11664,1186,844,47
11665,1186,114,47
11666,1186,304,47
11667,1186,2073,47
11668,1186,1387,47
11669,1186,82,47
11670,1186,514,47
11671,1186,2074,46
11672,1186,2075,46
11673,1186,13,46
11674,1186,2076,46
11675,1186,1577,46
11676,1186,3237,46
11677,1186,1002,46
11678,1186,2062,45
11679,1186,128,45
11680,1186,1557,45
11681,1186,476,62
11682,1186,1928,46
11683,1317,514,126
11684,967,514,80
11685,1217,514,67
11686,474,514,79
11687,983,514,87
11688,461,514,57
11689,1390,514,75
11690,1241,514,72
11691,1041,514,48
11692,133,514,46
11693,114,514,47
11694,491,514,122
11695,81,514,90
11696,1232,514,87
11697,1654,514,78
11698,478,514,76
11699,484,514,67
11700,304,514,47
11701,420,514,47
11702,2077,514,47
11703,513,514,47
11704,135,514,46
11705,1916,514,46
11706,1759,514,45
11707,993,514,47
11708,128,514,45
11709,477,514,45
11710,681,514,44
11711,1048,514,43
11712,260,514,74
11713,514,461,59
11714,514,1317,102
11715,514,1241,72
11716,514,81,87
11717,514,1232,87
11718,514,491,86
11719,514,1407,82
11720,514,478,76
11721,514,1217,67
11722,514,484,67
11723,514,1390,66
11724,514,474,61
11725,514,270,51
11726,514,1135,49
11727,514,1041,48
11728,514,304,47
11729,514,2077,47
11730,514,513,51
11731,514,135,46
11732,514,133,51
11733,514,983,46
11734,514,420,51
11735,514,114,51
11736,514,1759,45
11737,514,993,47
11738,514,128,45
11739,514,967,66
11740,514,477,49
11741,514,681,44
11742,514,1808,70
11743,514,260,74
11744,514,132,66
11745,514,2655,52
11746,514,1048,66
11747,224,108,82
11748,1503,108,82
11749,2078,108,69
11750,2079,108,79
11751,1508,108,65
11752,866,108,63
11753,1876,108,77
11754,792,108,60
11755,1851,108,67
11756,1793,108,66
11757,2080,108,67
11758,1532,108,68
11759,2081,108,63
11760,1265,108,62
11761,1766,108,60
11762,1765,108,58
11763,1758,108,57
11764,108,1503,82
11765,108,2079,79
11766,108,866,65
11767,108,2078,59
11768,108,224,83
11769,108,1851,67
11770,108,792,60
11771,108,1766,60
11772,108,1758,57
11773,108,1876,77
11774,108,1793,58
11775,108,1532,68
11776,108,2081,63
11777,108,2080,62
11778,108,1265,62
11779,108,1765,58
11780,582,354,95
11781,83,354,118
11782,38,354,122
11783,237,354,130
11784,1109,354,33
11785,690,354,119
11786,1151,354,118
11787,1140,354,26
11788,1905,354,114
11789,1014,354,94
11790,194,354,93
11791,2082,354,36
11792,2083,354,32
11793,1827,354,28
11794,507,354,26
11795,2084,354,19
11796,446,354,19
11797,2085,354,118
11798,173,354,117
11799,87,354,115
11800,663,354,115
11801,896,354,115
11802,904,354,115
11803,184,354,115
11804,2086,354,114
11805,667,354,94
11806,362,354,32
11807,49,354,32
11808,2087,354,32
11809,654,354,32
11810,1100,354,32
11811,390,354,32
11812,1132,354,30
11813,2088,354,19
11814,1902,354,19
11815,455,354,17
11816,1040,354,142
11817,354,582,95
11818,354,38,122
11819,354,83,118
11820,354,237,120
11821,354,1151,118
11822,354,1905,114
11823,354,667,94
11824,354,1014,94
11825,354,1132,30
11826,354,507,26
11827,354,2084,19
11828,354,2085,118
11829,354,173,117
11830,354,87,115
11831,354,663,115
11832,354,896,115
11833,354,904,115
11834,354,184,115
11835,354,2086,114
11836,354,194,93
11837,354,1109,33
11838,354,2083,32
11839,354,362,32
11840,354,49,32
11841,354,2087,32
11842,354,654,32
11843,354,1100,32
11844,354,390,32
11845,354,1826,29
11846,354,1140,26
11847,354,2088,19
11848,354,1902,19
11849,354,446,19
11850,354,455,17
11851,354,3567,16
11852,354,1040,122
11853,243,457,77
11854,585,457,133
11855,41,457,76
11856,874,457,140
11857,566,457,150
11858,628,457,133
11859,458,457,128
11860,2089,457,104
11861,512,457,89
11862,128,457,88
11863,1215,457,79
11864,565,457,131
11865,589,457,80
11866,622,457,79
11867,885,457,131
11868,932,457,131
11869,2090,457,119
11870,2091,457,109
11871,7,457,105
11872,257,457,103
11873,582,457,95
11874,721,457,95
11875,1229,457,94
11876,627,457,94
11877,605,457,89
11878,411,457,88
11879,139,457,87
11880,263,457,83
11881,632,457,79
11882,728,457,79
11883,597,457,79
11884,253,457,77
11885,203,457,77
11886,729,457,77
11887,116,457,77
11888,1622,457,77
11889,562,457,77
11890,427,457,76
11891,944,457,73
11892,657,457,72
11893,1630,457,72
11894,471,457,127
11895,963,457,85
11896,457,585,133
11897,457,728,79
11898,457,41,76
11899,457,874,140
11900,457,566,150
11901,457,628,133
11902,457,458,128
11903,457,2089,104
11904,457,512,89
11905,457,263,83
11906,457,565,131
11907,457,589,80
11908,457,622,79
11909,457,203,77
11910,457,1622,77
11911,457,7,105
11912,457,237,132
11913,457,885,131
11914,457,932,131
11915,457,2090,119
11916,457,627,119
11917,457,3568,116
11918,457,2091,109
11919,457,257,103
11920,457,943,96
11921,457,582,95
11922,457,721,95
11923,457,1229,94
11924,457,605,89
11925,457,411,88
11926,457,128,88
11927,457,139,86
11928,457,632,79
11929,457,1215,79
11930,457,597,79
11931,457,253,77
11932,457,729,77
11933,457,116,77
11934,457,562,77
11935,457,944,73
11936,457,657,72
11937,457,1630,72
11938,457,471,127
11939,457,614,88
11940,457,243,124
11941,457,1291,99
11942,457,427,99
11943,457,1064,88
11944,457,3569,77
11945,1064,431,87
11946,2092,431,23
11947,2093,431,22
11948,417,431,22
11949,2094,431,22
11950,2095,431,23
11951,518,431,52
11952,2096,431,20
11953,2097,431,19
11954,741,431,10
11955,74,431,6
11956,493,431,6
11957,1141,431,138
11958,2098,431,53
11959,764,431,20
11960,464,431,9
11961,852,431,9
11962,418,431,1
11963,431,3118,23
11964,431,2092,23
11965,431,741,11
11966,431,2093,23
11967,431,2095,23
11968,431,2096,20
11969,431,2097,19
11970,431,2094,16
11971,431,74,6
11972,431,493,6
11973,431,1613,16
11974,431,852,9
11975,431,418,3
11976,431,417,3
11977,1214,135,63
11978,1568,135,31
11979,1482,135,31
11980,1894,135,20
11981,47,135,32
11982,789,135,21
11983,439,135,20
11984,7,135,78
11985,458,135,74
11986,886,135,68
11987,979,135,64
11988,707,135,62
11989,810,135,61
11990,1032,135,56
11991,130,135,50
11992,461,135,48
11993,13,135,46
11994,1113,135,36
11995,1115,135,30
11996,1197,135,24
11997,384,135,24
11998,1140,135,23
11999,839,135,22
12000,684,135,21
12001,1204,135,21
12002,2099,135,21
12003,1134,135,21
12004,1945,135,20
12005,1902,135,20
12006,823,135,20
12007,1923,135,20
12008,2100,135,19
12009,135,1214,63
12010,135,1568,31
12011,135,707,64
12012,135,47,32
12013,135,789,21
12014,135,2100,21
12015,135,439,20
12016,135,7,78
12017,135,458,74
12018,135,886,68
12019,135,979,64
12020,135,810,61
12021,135,1032,56
12022,135,130,50
12023,135,461,48
12024,135,13,46
12025,135,1113,36
12026,135,1482,31
12027,135,1115,30
12028,135,1197,24
12029,135,384,24
12030,135,1140,23
12031,135,839,22
12032,135,684,21
12033,135,1204,21
12034,135,2099,21
12035,135,1134,21
12036,135,1894,20
12037,135,1945,20
12038,135,1902,20
12039,135,823,20
12040,135,1923,20
12041,2101,384,23
12042,2102,384,24
12043,2103,384,22
12044,2104,384,22
12045,2105,384,22
12046,1663,384,24
12047,411,384,23
12048,2106,384,22
12049,1815,384,22
12050,442,384,27
12051,1437,384,23
12052,2107,384,23
12053,2108,384,23
12054,1561,384,22
12055,2109,384,26
12056,1214,384,26
12057,507,384,25
12058,1580,384,22
12059,771,384,22
12060,521,384,22
12061,2110,384,22
12062,972,384,22
12063,2111,384,22
12064,2112,384,22
12065,979,384,74
12066,384,1815,22
12067,384,2107,23
12068,384,1437,23
12069,384,2101,23
12070,384,2109,26
12071,384,1214,26
12072,384,442,26
12073,384,507,25
12074,384,2102,24
12075,384,1663,24
12076,384,411,23
12077,384,2108,23
12078,384,1144,22
12079,384,2169,22
12080,384,1580,22
12081,384,2103,22
12082,384,771,22
12083,384,2104,22
12084,384,2166,22
12085,384,2106,22
12086,384,521,22
12087,384,2110,22
12088,384,2105,22
12089,384,972,22
12090,384,2111,22
12091,384,2112,23
12092,1140,507,25
12093,1856,507,59
12094,1214,507,22
12095,12,507,57
12096,139,507,27
12097,2113,507,25
12098,813,507,23
12099,2114,507,22
12100,574,507,77
12101,10,507,71
12102,427,507,59
12103,364,507,47
12104,482,507,42
12105,1127,507,41
12106,1523,507,34
12107,1464,507,27
12108,787,507,26
12109,380,507,26
12110,741,507,25
12111,2115,507,25
12112,1920,507,25
12113,1684,507,25
12114,1569,507,25
12115,1437,507,25
12116,1486,507,25
12117,1501,507,25
12118,2116,507,25
12119,972,507,24
12120,507,1140,25
12121,507,139,27
12122,507,1214,22
12123,507,3365,65
12124,507,12,57
12125,507,741,25
12126,507,2113,25
12127,507,972,24
12128,507,10,71
12129,507,427,59
12130,507,574,58
12131,507,1856,58
12132,507,482,42
12133,507,1127,41
12134,507,1523,34
12135,507,1464,27
12136,507,787,26
12137,507,380,26
12138,507,478,25
12139,507,2115,25
12140,507,1920,25
12141,507,1684,25
12142,507,1569,25
12143,507,1437,25
12144,507,1486,25
12145,507,1501,25
12146,507,2116,25
12147,507,813,23
12148,507,2114,22
12149,282,1214,62
12150,1911,1214,26
12151,114,1214,72
12152,484,1214,69
12153,82,1214,58
12154,2117,1214,26
12155,1043,1214,62
12156,372,1214,65
12157,1731,1214,30
12158,1912,1214,23
12159,1664,1214,22
12160,2118,1214,22
12161,66,1214,22
12162,681,1214,67
12163,778,1214,65
12164,1249,1214,62
12165,1243,1214,62
12166,2066,1214,61
12167,1076,1214,61
12168,2119,1214,61
12169,1173,1214,61
12170,12,1214,61
12171,281,1214,60
12172,290,1214,56
12173,476,1214,47
12174,513,1214,47
12175,654,1214,43
12176,1840,1214,39
12177,336,1214,39
12178,2120,1214,35
12179,1651,1214,29
12180,2121,1214,29
12181,1900,1214,28
12182,1569,1214,27
12183,173,1214,27
12184,2122,1214,26
12185,49,1214,26
12186,1920,1214,26
12187,368,1214,26
12188,1574,1214,25
12189,377,1214,25
12190,1812,1214,22
12191,2123,1214,22
12192,1195,1214,22
12193,420,1214,22
12194,1214,282,62
12195,1214,114,73
12196,1214,484,73
12197,1214,1911,26
12198,1214,82,58
12199,1214,2117,26
12200,1214,1043,62
12201,1214,372,65
12202,1214,1731,30
12203,1214,1569,27
12204,1214,49,26
12205,1214,1912,23
12206,1214,1812,22
12207,1214,2123,22
12208,1214,1664,22
12209,1214,2118,22
12210,1214,66,22
12211,1214,420,22
12212,1214,681,67
12213,1214,778,65
12214,1214,1249,62
12215,1214,1243,62
12216,1214,2066,61
12217,1214,1076,61
12218,1214,2119,61
12219,1214,1173,61
12220,1214,12,61
12221,1214,281,60
12222,1214,290,56
12223,1214,476,47
12224,1214,513,47
12225,1214,654,43
12226,1214,336,39
12227,1214,2120,35
12228,1214,2121,28
12229,1214,1651,28
12230,1214,1900,28
12231,1214,173,27
12232,1214,2122,26
12233,1214,1920,26
12234,1214,368,26
12235,1214,1574,25
12236,1214,377,25
12237,1214,1840,43
12238,411,442,32
12239,1482,442,32
12240,2124,442,27
12241,1553,442,23
12242,2125,442,27
12243,478,442,26
12244,2126,442,26
12245,1498,442,25
12246,1841,442,23
12247,1526,442,24
12248,1663,442,23
12249,2127,442,23
12250,2128,442,23
12251,1161,442,23
12252,1530,442,23
12253,2129,442,23
12254,2130,442,23
12255,2131,442,23
12256,2132,442,23
12257,2133,442,23
12258,2134,442,23
12259,1258,442,23
12260,2135,442,23
12261,2136,442,30
12262,1136,442,30
12263,818,442,29
12264,1511,442,28
12265,1118,442,28
12266,2137,442,27
12267,2138,442,27
12268,1821,442,27
12269,443,442,26
12270,2139,442,26
12271,130,442,26
12272,2140,442,26
12273,763,442,26
12274,372,442,26
12275,2141,442,26
12276,1259,442,25
12277,2142,442,25
12278,2143,442,25
12279,2117,442,26
12280,1816,442,25
12281,2144,442,25
12282,1574,442,25
12283,2145,442,25
12284,1378,442,27
12285,715,442,24
12286,2146,442,24
12287,1523,442,24
12288,2147,442,24
12289,1781,442,24
12290,2148,442,24
12291,2149,442,24
12292,2150,442,24
12293,1464,442,23
12294,1681,442,23
12295,139,442,23
12296,2151,442,22
12297,442,478,28
12298,442,1526,24
12299,442,1663,23
12300,442,2124,27
12301,442,1553,23
12302,442,2127,23
12303,442,2128,23
12304,442,1161,23
12305,442,1530,23
12306,442,2129,23
12307,442,2130,23
12308,442,2131,23
12309,442,2132,23
12310,442,2133,23
12311,442,2134,23
12312,442,2135,23
12313,442,1258,23
12314,442,1482,33
12315,442,2136,30
12316,442,1136,30
12317,442,411,29
12318,442,818,29
12319,442,1511,28
12320,442,443,28
12321,442,1118,28
12322,442,2137,27
12323,442,2138,27
12324,442,1821,27
12325,442,2125,27
12326,442,130,26
12327,442,2139,26
12328,442,2140,26
12329,442,763,26
12330,442,372,26
12331,442,2126,26
12332,442,1259,25
12333,442,2142,25
12334,442,1498,25
12335,442,2141,25
12336,442,2143,25
12337,442,2117,25
12338,442,1816,25
12339,442,2144,25
12340,442,1574,25
12341,442,2145,25
12342,442,1378,27
12343,442,715,24
12344,442,2146,24
12345,442,1523,24
12346,442,2147,24
12347,442,1781,24
12348,442,2148,24
12349,442,2149,24
12350,442,2150,24
12351,442,1464,23
12352,442,1681,23
12353,442,1841,23
12354,442,139,23
12355,442,2151,23
12356,401,1789,87
12357,1791,1789,69
12358,286,1789,70
12359,1760,1789,94
12360,260,1789,86
12361,470,1789,85
12362,1523,1789,61
12363,2152,1789,87
12364,81,1789,86
12365,1407,1789,68
12366,474,1789,63
12367,454,1789,61
12368,1101,1789,59
12369,698,1789,63
12370,101,1789,103
12371,2153,1789,82
12372,1103,1789,69
12373,993,1789,65
12374,735,1789,64
12375,277,1789,70
12376,281,1789,61
12377,1420,1789,59
12378,161,1789,56
12379,2154,1789,56
12380,304,1789,54
12381,1789,286,71
12382,1789,1791,71
12383,1789,3365,66
12384,1789,1760,94
12385,1789,2152,87
12386,1789,698,63
12387,1789,1523,61
12388,1789,2003,61
12389,1789,101,103
12390,1789,470,85
12391,1789,2153,82
12392,1789,1407,68
12393,1789,993,65
12394,1789,735,64
12395,1789,277,62
12396,1789,281,61
12397,1789,260,59
12398,1789,1420,59
12399,1789,2524,59
12400,1789,2154,56
12401,1789,1062,88
12402,1789,1063,88
12403,1789,1064,87
12404,561,609,88
12405,188,609,94
12406,191,609,92
12407,2155,609,91
12408,84,609,120
12409,592,609,118
12410,98,609,92
12411,1208,609,112
12412,911,609,94
12413,1262,609,92
12414,570,609,90
12415,594,609,90
12416,2156,609,113
12417,1134,609,112
12418,857,609,98
12419,496,609,98
12420,2157,609,95
12421,97,609,94
12422,667,609,94
12423,871,609,94
12424,1267,609,94
12425,2158,609,94
12426,1163,609,92
12427,577,609,92
12428,436,609,90
12429,992,609,90
12430,194,609,89
12431,609,84,120
12432,609,592,118
12433,609,188,94
12434,609,561,88
12435,609,1208,112
12436,609,570,90
12437,609,594,90
12438,609,2156,112
12439,609,1134,112
12440,609,1165,99
12441,609,1282,99
12442,609,857,98
12443,609,496,97
12444,609,2157,95
12445,609,97,94
12446,609,871,94
12447,609,1267,94
12448,609,2158,94
12449,609,911,94
12450,609,98,92
12451,609,1163,92
12452,609,1262,92
12453,609,191,92
12454,609,577,92
12455,609,2155,91
12456,609,436,90
12457,609,992,90
12458,609,194,89
12459,2159,874,132
12460,184,874,130
12461,690,874,146
12462,14,874,148
12463,585,874,147
12464,865,874,146
12465,642,874,142
12466,237,874,132
12467,991,874,134
12468,1981,874,119
12469,220,874,102
12470,1490,874,101
12471,2160,874,151
12472,261,874,151
12473,1275,874,148
12474,627,874,146
12475,400,874,139
12476,903,874,138
12477,1058,874,138
12478,989,874,137
12479,918,874,136
12480,873,874,132
12481,1544,874,124
12482,2161,874,124
12483,628,874,123
12484,38,874,121
12485,2162,874,117
12486,7,874,108
12487,1548,874,107
12488,667,874,106
12489,998,874,100
12490,471,874,138
12491,874,184,132
12492,874,690,137
12493,874,14,148
12494,874,1058,143
12495,874,585,147
12496,874,865,146
12497,874,642,142
12498,874,989,142
12499,874,2159,137
12500,874,237,132
12501,874,991,134
12502,874,1981,119
12503,874,220,102
12504,874,1490,101
12505,874,2160,151
12506,874,261,151
12507,874,1275,148
12508,874,400,139
12509,874,903,138
12510,874,2161,124
12511,874,628,123
12512,874,38,121
12513,874,2162,117
12514,874,7,108
12515,874,1548,107
12516,874,667,106
12517,874,998,100
12518,874,471,137
12519,874,873,140
12520,874,1544,129
12521,566,512,115
12522,427,512,71
12523,416,512,106
12524,1654,512,78
12525,724,512,77
12526,1049,512,68
12527,1120,512,85
12528,614,512,84
12529,440,512,85
12530,1317,512,81
12531,243,512,80
12532,1121,512,73
12533,1952,512,61
12534,509,512,61
12535,461,512,47
12536,879,512,92
12537,2163,512,88
12538,61,512,87
12539,1434,512,81
12540,562,512,80
12541,1162,512,62
12542,1015,512,62
12543,513,512,62
12544,2164,512,60
12545,1215,512,59
12546,1053,512,53
12547,120,512,53
12548,1054,512,53
12549,1727,512,51
12550,130,512,51
12551,314,512,47
12552,512,427,77
12553,512,1654,78
12554,512,724,77
12555,512,1120,85
12556,512,440,85
12557,512,1453,82
12558,512,509,61
12559,512,461,48
12560,512,566,88
12561,512,61,87
12562,512,1434,81
12563,512,562,80
12564,512,1317,72
12565,512,1162,62
12566,512,1015,62
12567,512,513,62
12568,512,2164,60
12569,512,1952,60
12570,512,1215,59
12571,512,120,53
12572,512,1054,53
12573,512,1727,51
12574,512,130,49
12575,512,1076,82
12576,512,1049,72
12577,512,1064,87
12578,512,614,92
12579,512,132,69
12580,2165,771,23
12581,1455,771,19
12582,437,771,18
12583,1841,771,22
12584,447,771,21
12585,1748,771,20
12586,1858,771,19
12587,2084,771,19
12588,49,771,19
12589,484,771,19
12590,542,771,19
12591,833,771,18
12592,404,771,13
12593,2166,771,22
12594,738,771,21
12595,1921,771,20
12596,1437,771,20
12597,1923,771,20
12598,390,771,19
12599,748,771,19
12600,2167,771,19
12601,2168,771,19
12602,2169,771,19
12603,2100,771,19
12604,799,771,19
12605,1066,771,19
12606,828,771,19
12607,2170,771,19
12608,1829,771,19
12609,2171,771,19
12610,794,771,19
12611,537,771,18
12612,483,771,18
12613,2172,771,18
12614,1783,771,19
12615,801,771,18
12616,804,771,18
12617,1473,771,18
12618,2099,771,18
12619,2173,771,18
12620,455,771,17
12621,979,771,72
12622,771,2165,23
12623,771,1926,22
12624,771,1455,18
12625,771,437,18
12626,771,1841,22
12627,771,447,21
12628,771,1748,20
12629,771,2084,19
12630,771,2171,19
12631,771,484,19
12632,771,542,19
12633,771,801,18
12634,771,2166,22
12635,771,738,21
12636,771,1921,20
12637,771,1437,20
12638,771,1923,19
12639,771,390,19
12640,771,748,19
12641,771,2167,19
12642,771,2168,19
12643,771,2169,19
