,Unnamed: 0,start,end,time,days
26690,26690,1103,1004,2004-05-18 21:32:29,34
26695,26695,50,679,2004-05-18 21:34:04,34
26696,26696,277,254,2004-05-18 21:34:09,34
26699,26699,494,454,2004-05-18 21:35:39,34
26703,26703,762,1137,2004-05-18 21:36:22,34
26715,26715,1136,341,2004-05-18 21:40:02,34
26719,26719,448,314,2004-05-18 21:40:31,34
26729,26729,12,598,2004-05-18 21:42:27,34
26732,26732,254,986,2004-05-18 21:42:50,34
26733,26733,753,712,2004-05-18 21:43:17,34
26736,26736,986,19,2004-05-18 21:43:31,34
26737,26737,19,1069,2004-05-18 21:43:45,34
26738,26738,161,679,2004-05-18 21:43:48,34
26739,26739,712,753,2004-05-18 21:43:58,34
26744,26744,679,161,2004-05-18 21:44:29,34
26750,26750,1178,679,2004-05-18 21:45:38,34
26756,26756,161,30,2004-05-18 21:46:28,34
26758,26758,483,34,2004-05-18 21:47:01,34
26767,26767,1136,1019,2004-05-18 21:48:45,34
26768,26768,1019,1136,2004-05-18 21:48:50,34
26778,26778,149,823,2004-05-18 21:51:50,34
26792,26792,181,766,2004-05-18 21:55:42,34
26798,26798,632,323,2004-05-18 21:56:49,34
26799,26799,193,149,2004-05-18 21:56:53,34
26801,26801,834,8,2004-05-18 21:57:41,34
26805,26805,1124,638,2004-05-18 21:58:33,34
26809,26809,590,654,2004-05-18 21:59:30,34
26810,26810,704,277,2004-05-18 21:59:39,34
26814,26814,8,834,2004-05-18 22:01:46,34
26815,26815,53,834,2004-05-18 22:01:52,34
26823,26823,357,840,2004-05-18 22:03:59,34
26828,26828,53,181,2004-05-18 22:06:10,34
26831,26831,555,440,2004-05-18 22:06:41,34
26833,26833,605,272,2004-05-18 22:07:10,34
26835,26835,60,1004,2004-05-18 22:07:35,34
26838,26838,357,1182,2004-05-18 22:08:11,34
26840,26840,212,372,2004-05-18 22:09:20,34
26844,26844,357,992,2004-05-18 22:10:31,34
26846,26846,600,560,2004-05-18 22:11:32,34
26848,26848,357,343,2004-05-18 22:12:07,34
26849,26849,1180,475,2004-05-18 22:12:33,34
26852,26852,357,1118,2004-05-18 22:13:23,34
26857,26857,652,199,2004-05-18 22:15:25,34
26860,26860,1180,1183,2004-05-18 22:17:59,34
26861,26861,277,80,2004-05-18 22:18:42,34
26862,26862,41,1182,2004-05-18 22:18:58,34
26863,26863,590,440,2004-05-18 22:18:58,34
26864,26864,357,1041,2004-05-18 22:19:34,34
26866,26866,609,784,2004-05-18 22:20:05,34
26870,26870,779,323,2004-05-18 22:23:12,34
26871,26871,440,590,2004-05-18 22:23:34,34
26872,26872,799,400,2004-05-18 22:23:44,34
26874,26874,1173,1172,2004-05-18 22:25:19,34
26875,26875,1041,41,2004-05-18 22:25:48,34
26876,26876,1173,1018,2004-05-18 22:25:53,34
26877,26877,1180,852,2004-05-18 22:25:54,34
26878,26878,609,1182,2004-05-18 22:25:59,34
26881,26881,1182,609,2004-05-18 22:26:18,34
26882,26882,852,1180,2004-05-18 22:26:21,34
26887,26887,357,1181,2004-05-18 22:28:46,34
26889,26889,36,770,2004-05-18 22:30:15,34
26894,26894,609,39,2004-05-18 22:31:23,34
26896,26896,357,1111,2004-05-18 22:31:56,34
26899,26899,815,364,2004-05-18 22:32:37,34
26900,26900,357,306,2004-05-18 22:32:44,34
26901,26901,600,1180,2004-05-18 22:33:01,34
26906,26906,191,396,2004-05-18 22:36:23,34
26907,26907,815,277,2004-05-18 22:37:03,34
26908,26908,815,495,2004-05-18 22:37:28,34
26909,26909,639,687,2004-05-18 22:37:55,34
26910,26910,357,1184,2004-05-18 22:38:04,34
26911,26911,1185,590,2004-05-18 22:38:41,34
26912,26912,600,667,2004-05-18 22:38:45,34
26913,26913,1185,388,2004-05-18 22:38:56,34
26915,26915,143,357,2004-05-18 22:40:16,34
26916,26916,103,841,2004-05-18 22:41:08,34
26918,26918,103,1181,2004-05-18 22:41:30,34
26919,26919,80,277,2004-05-18 22:43:24,34
26920,26920,3,72,2004-05-18 22:43:37,34
26921,26921,1182,309,2004-05-18 22:44:44,34
26922,26922,309,1186,2004-05-18 22:44:54,34
26923,26923,498,639,2004-05-18 22:45:20,34
26928,26928,309,1182,2004-05-18 22:46:39,34
26932,26932,639,498,2004-05-18 22:47:24,34
26940,26940,3,477,2004-05-18 22:50:23,34
26941,26941,615,422,2004-05-18 22:51:08,34
26944,26944,793,1187,2004-05-18 22:51:28,34
26949,26949,309,307,2004-05-18 22:53:00,34
26951,26951,1042,781,2004-05-18 22:53:42,34
26952,26952,1181,103,2004-05-18 22:54:10,34
26953,26953,482,372,2004-05-18 22:54:51,34
26963,26963,621,772,2004-05-18 23:01:46,34
26966,26966,781,1042,2004-05-18 23:05:32,34
26972,26972,768,772,2004-05-18 23:08:25,34
26978,26978,422,615,2004-05-18 23:15:39,34
26979,26979,1033,1188,2004-05-18 23:17:53,34
26980,26980,277,594,2004-05-18 23:18:01,34
26981,26981,1173,626,2004-05-18 23:18:20,34
26982,26982,105,712,2004-05-18 23:18:29,34
26983,26983,277,41,2004-05-18 23:19:23,34
26984,26984,105,1189,2004-05-18 23:20:02,34
26985,26985,768,1189,2004-05-18 23:20:10,34
26986,26986,1185,721,2004-05-18 23:20:11,34
26987,26987,41,277,2004-05-18 23:20:54,34
26990,26990,306,212,2004-05-18 23:22:25,34
26991,26991,1189,768,2004-05-18 23:22:42,34
26993,26993,810,1184,2004-05-18 23:22:56,34
26994,26994,843,1167,2004-05-18 23:23:57,34
26999,26999,1189,714,2004-05-18 23:25:14,34
27000,27000,372,766,2004-05-18 23:25:36,34
27002,27002,1189,878,2004-05-18 23:26:12,34
27003,27003,714,1189,2004-05-18 23:26:36,34
27005,27005,1189,372,2004-05-18 23:27:19,34
27009,27009,810,99,2004-05-18 23:28:26,34
27010,27010,306,305,2004-05-18 23:29:40,34
27011,27011,681,440,2004-05-18 23:30:45,34
27012,27012,306,616,2004-05-18 23:30:53,34
27013,27013,242,1178,2004-05-18 23:31:03,34
27014,27014,1185,1077,2004-05-18 23:31:09,34
27017,27017,372,765,2004-05-18 23:33:24,34
27018,27018,1052,1184,2004-05-18 23:34:53,34
27019,27019,372,1189,2004-05-18 23:35:32,34
27021,27021,605,479,2004-05-18 23:36:46,34
27026,27026,714,460,2004-05-18 23:41:48,34
27029,27029,605,1185,2004-05-18 23:43:55,34
27030,27030,308,317,2004-05-18 23:47:31,34
27031,27031,317,308,2004-05-18 23:48:10,34
27032,27032,1189,277,2004-05-18 23:48:30,34
27033,27033,103,475,2004-05-18 23:49:01,34
27034,27034,475,103,2004-05-18 23:49:22,34
27042,27042,118,616,2004-05-18 23:54:39,34
27044,27044,118,296,2004-05-18 23:55:44,34
27046,27046,252,815,2004-05-18 23:56:07,34
27050,27050,372,1050,2004-05-18 23:59:01,34
27057,27057,878,798,2004-05-19 00:08:45,34
27061,27061,1189,482,2004-05-19 00:15:50,34
27062,27062,3,194,2004-05-19 00:16:00,34
27064,27064,482,1189,2004-05-19 00:16:58,34
27065,27065,884,1097,2004-05-19 00:17:30,34
27067,27067,1110,343,2004-05-19 00:18:54,34
27069,27069,1033,1158,2004-05-19 00:21:48,34
27070,27070,1189,815,2004-05-19 00:22:21,34
27071,27071,1158,542,2004-05-19 00:22:35,34
27072,27072,242,454,2004-05-19 00:22:37,34
27073,27073,1158,1033,2004-05-19 00:23:35,34
27074,27074,1158,437,2004-05-19 00:24:35,34
27075,27075,105,308,2004-05-19 00:26:08,34
27076,27076,1190,1034,2004-05-19 00:26:13,34
27078,27078,212,306,2004-05-19 00:29:33,34
27079,27079,437,1158,2004-05-19 00:29:42,34
27081,27081,1158,638,2004-05-19 00:33:12,34
27084,27084,1158,297,2004-05-19 00:38:41,34
27085,27085,176,928,2004-05-19 00:44:22,34
27086,27086,377,856,2004-05-19 00:45:39,34
27087,27087,928,176,2004-05-19 00:45:42,34
27088,27088,377,415,2004-05-19 00:46:37,34
27089,27089,377,755,2004-05-19 00:48:58,34
27090,27090,542,1158,2004-05-19 00:49:55,34
27091,27091,1117,376,2004-05-19 00:51:48,34
27093,27093,555,1173,2004-05-19 00:52:58,34
27096,27096,555,843,2004-05-19 00:55:38,34
27097,27097,350,1168,2004-05-19 00:56:25,34
27098,27098,176,1161,2004-05-19 00:56:48,34
27100,27100,350,753,2004-05-19 00:57:44,34
27101,27101,642,547,2004-05-19 00:58:18,34
27103,27103,547,642,2004-05-19 01:00:20,34
27104,27104,350,343,2004-05-19 01:02:37,34
27106,27106,482,878,2004-05-19 01:03:52,34
27108,27108,642,325,2004-05-19 01:04:51,34
27109,27109,377,48,2004-05-19 01:06:01,34
27110,27110,479,325,2004-05-19 01:06:29,34
27111,27111,535,594,2004-05-19 01:06:43,34
27117,27117,325,479,2004-05-19 01:13:21,34
27119,27119,1189,598,2004-05-19 01:15:19,34
27121,27121,1189,97,2004-05-19 01:17:58,34
27125,27125,479,1033,2004-05-19 01:29:42,34
27126,27126,41,379,2004-05-19 01:31:17,34
27127,27127,687,1056,2004-05-19 01:38:16,34
27128,27128,542,379,2004-05-19 01:42:32,34
27129,27129,405,388,2004-05-19 02:04:35,34
27131,27131,1033,479,2004-05-19 02:11:49,34
27133,27133,368,545,2004-05-19 02:15:55,34
27135,27135,1029,939,2004-05-19 02:20:29,34
27136,27136,1029,586,2004-05-19 02:21:33,34
27141,27141,1033,1072,2004-05-19 04:01:55,34
27143,27143,214,1181,2004-05-19 04:16:22,34
27144,27144,460,714,2004-05-19 05:09:21,34
27145,27145,398,546,2004-05-19 05:09:23,34
27146,27146,638,1158,2004-05-19 05:12:27,34
27149,27149,638,68,2004-05-19 05:14:33,34
27150,27150,546,398,2004-05-19 05:26:17,34
27152,27152,342,626,2004-05-19 05:58:36,35
27153,27153,626,1173,2004-05-19 05:59:01,35
27154,27154,626,342,2004-05-19 05:59:26,35
27156,27156,342,1039,2004-05-19 06:03:30,35
27157,27157,1039,342,2004-05-19 06:06:10,35
27159,27159,352,332,2004-05-19 06:10:52,35
27161,27161,189,626,2004-05-19 06:14:07,35
27162,27162,199,652,2004-05-19 06:19:34,35
27163,27163,720,679,2004-05-19 06:19:35,35
27164,27164,1127,1137,2004-05-19 06:19:54,35
27165,27165,199,546,2004-05-19 06:21:18,35
27166,27166,1087,1187,2004-05-19 06:25:03,35
27168,27168,462,675,2004-05-19 06:25:31,35
27169,27169,675,462,2004-05-19 06:25:34,35
27171,27171,465,679,2004-05-19 06:30:01,35
27172,27172,44,249,2004-05-19 06:30:26,35
27173,27173,44,189,2004-05-19 06:32:13,35
27174,27174,372,473,2004-05-19 06:33:04,35
27175,27175,372,26,2004-05-19 06:33:59,35
27176,27176,1127,372,2004-05-19 06:36:34,35
27177,27177,1127,536,2004-05-19 06:39:22,35
27178,27178,1186,309,2004-05-19 06:42:32,35
27179,27179,189,635,2004-05-19 06:44:11,35
27180,27180,536,1127,2004-05-19 06:47:20,35
27183,27183,679,161,2004-05-19 07:02:58,35
27184,27184,954,103,2004-05-19 07:03:48,35
27185,27185,679,50,2004-05-19 07:04:58,35
27186,27186,679,72,2004-05-19 07:05:58,35
27187,27187,954,652,2004-05-19 07:06:15,35
27188,27188,679,720,2004-05-19 07:06:17,35
27189,27189,679,465,2004-05-19 07:07:23,35
27190,27190,569,372,2004-05-19 07:17:49,35
27191,27191,1113,142,2004-05-19 07:19:32,35
27192,27192,1113,323,2004-05-19 07:20:05,35
27193,27193,1113,815,2004-05-19 07:20:48,35
27194,27194,114,124,2004-05-19 07:22:53,35
27195,27195,652,954,2004-05-19 07:30:30,35
27196,27196,249,779,2004-05-19 07:33:27,35
27197,27197,317,308,2004-05-19 07:35:25,35
27198,27198,114,103,2004-05-19 07:39:18,35
27199,27199,494,1189,2004-05-19 07:45:38,35
27200,27200,1050,372,2004-05-19 07:58:23,35
27202,27202,514,439,2004-05-19 08:05:41,35
27203,27203,72,679,2004-05-19 08:06:07,35
27204,27204,1142,1058,2004-05-19 08:08:43,35
27207,27207,183,234,2004-05-19 08:18:30,35
27208,27208,617,73,2004-05-19 08:18:34,35
27210,27210,777,315,2004-05-19 08:21:06,35
27211,27211,755,377,2004-05-19 08:21:50,35
27212,27212,1137,1127,2004-05-19 08:23:34,35
27214,27214,713,1158,2004-05-19 08:24:32,35
27215,27215,1189,1191,2004-05-19 08:25:31,35
27217,27217,1189,536,2004-05-19 08:27:13,35
27218,27218,713,950,2004-05-19 08:27:29,35
27219,27219,30,161,2004-05-19 08:28:16,35
27220,27220,536,1189,2004-05-19 08:28:26,35
27221,27221,640,297,2004-05-19 08:28:51,35
27222,27222,30,679,2004-05-19 08:29:37,35
27224,27224,713,462,2004-05-19 08:31:11,35
27227,27227,679,30,2004-05-19 08:32:38,35
27229,27229,713,884,2004-05-19 08:33:49,35
27232,27232,713,346,2004-05-19 08:34:23,35
27233,27233,713,250,2004-05-19 08:34:39,35
27234,27234,1181,1083,2004-05-19 08:34:51,35
27235,27235,713,681,2004-05-19 08:35:09,35
27236,27236,1189,1181,2004-05-19 08:35:17,35
27238,27238,713,1018,2004-05-19 08:35:53,35
27239,27239,713,214,2004-05-19 08:36:16,35
27245,27245,30,1,2004-05-19 08:38:22,35
27246,27246,713,1036,2004-05-19 08:38:32,35
27251,27251,713,1101,2004-05-19 08:39:52,35
27252,27252,1181,1189,2004-05-19 08:39:54,35
27254,27254,1185,598,2004-05-19 08:40:03,35
27255,27255,1189,80,2004-05-19 08:40:15,35
27257,27257,713,249,2004-05-19 08:40:24,35
27260,27260,80,1189,2004-05-19 08:42:06,35
27261,27261,713,87,2004-05-19 08:42:22,35
27263,27263,713,999,2004-05-19 08:43:39,35
27267,27267,713,714,2004-05-19 08:45:06,35
27269,27269,779,381,2004-05-19 08:46:10,35
27271,27271,713,781,2004-05-19 08:46:26,35
27275,27275,713,998,2004-05-19 08:48:23,35
27276,27276,713,1042,2004-05-19 08:49:01,35
27279,27279,1189,569,2004-05-19 08:49:34,35
27283,27283,713,725,2004-05-19 08:50:11,35
27284,27284,713,609,2004-05-19 08:50:45,35
27285,27285,713,687,2004-05-19 08:51:02,35
27286,27286,713,124,2004-05-19 08:51:45,35
27287,27287,713,370,2004-05-19 08:51:59,35
27289,27289,713,749,2004-05-19 08:52:50,35
27290,27290,1,30,2004-05-19 08:53:01,35
27291,27291,713,1165,2004-05-19 08:54:07,35
27292,27292,713,199,2004-05-19 08:54:56,35
27293,27293,713,716,2004-05-19 08:55:38,35
27294,27294,713,1185,2004-05-19 08:56:15,35
27295,27295,713,1189,2004-05-19 08:56:49,35
27297,27297,1185,495,2004-05-19 08:59:10,35
27298,27298,712,189,2004-05-19 09:00:15,35
27299,27299,260,949,2004-05-19 09:13:30,35
27300,27300,990,1142,2004-05-19 09:13:53,35
27301,27301,260,509,2004-05-19 09:14:27,35
27302,27302,260,398,2004-05-19 09:15:19,35
27303,27303,260,103,2004-05-19 09:16:50,35
27304,27304,542,1059,2004-05-19 09:17:06,35
27305,27305,36,189,2004-05-19 09:20:31,35
27306,27306,1185,1130,2004-05-19 09:22:32,35
27307,27307,1066,277,2004-05-19 09:22:34,35
27308,27308,547,1169,2004-05-19 09:24:14,35
27309,27309,1136,48,2004-05-19 09:25:41,35
27310,27310,1042,781,2004-05-19 09:26:04,35
27311,27311,1165,713,2004-05-19 09:28:18,35
27312,27312,277,1066,2004-05-19 09:35:18,35
27313,27313,308,317,2004-05-19 09:36:11,35
27314,27314,483,1189,2004-05-19 09:37:15,35
27320,27320,594,277,2004-05-19 09:43:11,35
27321,27321,1136,309,2004-05-19 09:43:14,35
27322,27322,430,32,2004-05-19 09:43:27,35
27323,27323,569,1189,2004-05-19 09:43:33,35
27325,27325,594,535,2004-05-19 09:44:00,35
27326,27326,277,594,2004-05-19 09:44:57,35
27331,27331,950,713,2004-05-19 09:48:13,35
27332,27332,859,19,2004-05-19 09:48:37,35
27337,27337,950,309,2004-05-19 09:51:14,35
27338,27338,537,939,2004-05-19 09:51:38,35
27341,27341,1189,713,2004-05-19 09:59:55,35
27342,27342,307,309,2004-05-19 10:00:32,35
27344,27344,1094,991,2004-05-19 10:01:44,35
27345,27345,1014,277,2004-05-19 10:03:33,35
27346,27346,1189,546,2004-05-19 10:03:44,35
27348,27348,1189,482,2004-05-19 10:05:05,35
27349,27349,1018,713,2004-05-19 10:05:45,35
27350,27350,42,1191,2004-05-19 10:07:21,35
27351,27351,42,288,2004-05-19 10:09:30,35
27352,27352,288,42,2004-05-19 10:10:43,35
27353,27353,686,341,2004-05-19 10:16:22,35
27355,27355,454,1043,2004-05-19 10:23:19,35
27356,27356,454,546,2004-05-19 10:26:58,35
27357,27357,272,337,2004-05-19 10:27:01,35
27359,27359,454,242,2004-05-19 10:28:44,35
27361,27361,1101,713,2004-05-19 10:33:43,35
27362,27362,734,1023,2004-05-19 10:37:26,35
27363,27363,425,765,2004-05-19 10:47:34,35
27364,27364,323,1036,2004-05-19 10:50:41,35
27365,27365,323,779,2004-05-19 10:51:09,35
27366,27366,189,712,2004-05-19 10:51:46,35
27367,27367,72,1039,2004-05-19 10:54:57,35
27368,27368,53,594,2004-05-19 10:55:30,35
27369,27369,341,686,2004-05-19 10:55:31,35
27370,27370,993,277,2004-05-19 10:55:42,35
27373,27373,377,755,2004-05-19 11:01:13,35
27374,27374,998,713,2004-05-19 11:03:23,35
27375,27375,615,569,2004-05-19 11:05:58,35
27376,27376,615,8,2004-05-19 11:06:43,35
27377,27377,615,249,2004-05-19 11:07:35,35
27378,27378,615,297,2004-05-19 11:08:19,35
27379,27379,615,536,2004-05-19 11:08:49,35
27380,27380,615,1117,2004-05-19 11:16:34,35
27381,27381,372,1127,2004-05-19 11:20:17,35
27382,27382,372,569,2004-05-19 11:20:38,35
27383,27383,372,1050,2004-05-19 11:20:55,35
27384,27384,1066,495,2004-05-19 11:21:53,35
27385,27385,3,1192,2004-05-19 11:22:52,35
27386,27386,277,1014,2004-05-19 11:24:56,35
27387,27387,1036,323,2004-05-19 11:25:40,35
27389,27389,277,993,2004-05-19 11:26:20,35
27390,27390,495,586,2004-05-19 11:27:10,35
27391,27391,495,498,2004-05-19 11:27:19,35
27392,27392,765,372,2004-05-19 11:27:22,35
27393,27393,87,713,2004-05-19 11:27:27,35
27394,27394,1136,398,2004-05-19 11:27:39,35
27398,27398,1036,454,2004-05-19 11:30:06,35
27399,27399,495,884,2004-05-19 11:30:14,35
27400,27400,765,425,2004-05-19 11:30:36,35
27402,27402,332,352,2004-05-19 11:32:55,35
27403,27403,364,993,2004-05-19 11:33:17,35
27404,27404,495,546,2004-05-19 11:33:27,35
27406,27406,1036,1039,2004-05-19 11:33:42,35
27407,27407,513,440,2004-05-19 11:34:59,35
27408,27408,495,1113,2004-05-19 11:35:19,35
27410,27410,1190,1034,2004-05-19 11:36:46,35
27412,27412,1190,394,2004-05-19 11:37:00,35
27413,27413,482,1189,2004-05-19 11:38:37,35
27414,27414,993,364,2004-05-19 11:39:13,35
27416,27416,224,175,2004-05-19 11:40:46,35
27418,27418,378,586,2004-05-19 11:41:08,35
27420,27420,495,542,2004-05-19 11:41:49,35
27421,27421,725,1132,2004-05-19 11:42:03,35
27423,27423,495,121,2004-05-19 11:43:05,35
27424,27424,847,63,2004-05-19 11:43:22,35
27425,27425,725,713,2004-05-19 11:45:47,35
27426,27426,495,68,2004-05-19 11:45:59,35
27428,27428,114,1189,2004-05-19 11:46:28,35
27429,27429,1181,654,2004-05-19 11:46:45,35
27431,27431,495,181,2004-05-19 11:47:23,35
27432,27432,495,815,2004-05-19 11:47:52,35
27433,27433,1110,281,2004-05-19 11:49:03,35
27435,27435,495,1185,2004-05-19 11:49:36,35
27436,27436,495,1066,2004-05-19 11:49:55,35
27438,27438,1189,598,2004-05-19 11:51:20,35
27440,27440,372,378,2004-05-19 11:52:30,35
27441,27441,114,357,2004-05-19 11:52:43,35
27442,27442,372,402,2004-05-19 11:53:31,35
27444,27444,498,495,2004-05-19 11:55:30,35
27447,27447,402,1173,2004-05-19 11:58:50,35
27449,27449,1189,626,2004-05-19 11:59:51,35
27451,27451,1189,840,2004-05-19 12:00:46,35
27454,27454,1066,840,2004-05-19 12:01:49,35
27455,27455,840,1189,2004-05-19 12:02:18,35
27456,27456,840,1066,2004-05-19 12:02:37,35
27458,27458,431,307,2004-05-19 12:03:32,35
27462,27462,48,840,2004-05-19 12:05:18,35
27463,27463,249,713,2004-05-19 12:06:18,35
27464,27464,249,615,2004-05-19 12:06:36,35
27465,27465,840,48,2004-05-19 12:06:54,35
27469,27469,415,538,2004-05-19 12:10:57,35
27470,27470,1189,595,2004-05-19 12:13:10,35
27471,27471,353,42,2004-05-19 12:14:37,35
27472,27472,1167,840,2004-05-19 12:14:48,35
27474,27474,595,199,2004-05-19 12:16:06,35
27476,27476,90,598,2004-05-19 12:17:00,35
27477,27477,595,1189,2004-05-19 12:17:31,35
27479,27479,353,1187,2004-05-19 12:17:50,35
27484,27484,1189,220,2004-05-19 12:19:50,35
27486,27486,297,1158,2004-05-19 12:21:29,35
27488,27488,840,1167,2004-05-19 12:22:06,35
27491,27491,297,640,2004-05-19 12:22:56,35
27492,27492,318,1042,2004-05-19 12:23:22,35
27493,27493,840,1186,2004-05-19 12:23:29,35
27494,27494,297,615,2004-05-19 12:23:32,35
27495,27495,53,62,2004-05-19 12:23:45,35
27496,27496,212,306,2004-05-19 12:25:09,35
27497,27497,586,495,2004-05-19 12:25:11,35
27499,27499,586,378,2004-05-19 12:27:27,35
27502,27502,143,479,2004-05-19 12:29:40,35
27503,27503,598,90,2004-05-19 12:32:15,35
27504,27504,598,1189,2004-05-19 12:33:03,35
27507,27507,1032,783,2004-05-19 12:36:18,35
27509,27509,288,1193,2004-05-19 12:38:01,35
27512,27512,288,1183,2004-05-19 12:39:15,35
27513,27513,483,372,2004-05-19 12:39:30,35
27514,27514,306,212,2004-05-19 12:40:34,35
27515,27515,1186,840,2004-05-19 12:40:59,35
27516,27516,9,1183,2004-05-19 12:41:02,35
27517,27517,1039,72,2004-05-19 12:42:56,35
27518,27518,741,928,2004-05-19 12:43:25,35
27519,27519,546,454,2004-05-19 12:46:24,35
27520,27520,546,495,2004-05-19 12:47:47,35
27521,27521,546,199,2004-05-19 12:48:00,35
27522,27522,546,1189,2004-05-19 12:48:16,35
27524,27524,449,263,2004-05-19 12:53:26,35
27525,27525,1183,288,2004-05-19 12:54:43,35
27527,27527,958,704,2004-05-19 12:55:30,35
27528,27528,306,394,2004-05-19 12:59:07,35
27530,27530,394,306,2004-05-19 13:01:13,35
27531,27531,439,514,2004-05-19 13:01:41,35
27532,27532,781,1042,2004-05-19 13:04:54,35
27535,27535,306,570,2004-05-19 13:06:37,35
27536,27536,570,306,2004-05-19 13:06:54,35
27537,27537,781,713,2004-05-19 13:07:34,35
27538,27538,377,48,2004-05-19 13:09:21,35
27540,27540,570,400,2004-05-19 13:10:48,35
27541,27541,306,676,2004-05-19 13:12:12,35
27544,27544,1018,252,2004-05-19 13:14:46,35
27545,27545,1034,32,2004-05-19 13:15:37,35
27546,27546,704,958,2004-05-19 13:17:20,35
27547,27547,542,495,2004-05-19 13:17:35,35
27549,27549,1113,495,2004-05-19 13:22:34,35
27550,27550,454,1036,2004-05-19 13:23:32,35
27553,27553,536,615,2004-05-19 13:32:18,35
27554,27554,626,1189,2004-05-19 13:35:55,35
27555,27555,1178,615,2004-05-19 13:39:38,35
27556,27556,600,779,2004-05-19 13:43:11,35
27557,27557,600,667,2004-05-19 13:43:39,35
27558,27558,1190,288,2004-05-19 13:45:24,35
27562,27562,535,594,2004-05-19 13:52:03,35
27563,27563,1190,50,2004-05-19 13:52:16,35
27566,27566,378,372,2004-05-19 13:55:11,35
27567,27567,233,797,2004-05-19 13:55:38,35
27571,27571,1181,1194,2004-05-19 13:59:03,35
27573,27573,288,470,2004-05-19 14:04:03,35
27576,27576,509,389,2004-05-19 14:06:03,35
27577,27577,509,260,2004-05-19 14:07:14,35
27578,27578,823,149,2004-05-19 14:08:19,35
27581,27581,431,823,2004-05-19 14:09:48,35
27582,27582,1117,615,2004-05-19 14:10:37,35
27583,27583,1126,289,2004-05-19 14:11:13,35
27585,27585,73,617,2004-05-19 14:14:03,35
27586,27586,823,242,2004-05-19 14:15:01,35
27587,27587,309,307,2004-05-19 14:15:25,35
27588,27588,19,434,2004-05-19 14:18:15,35
27589,27589,704,1195,2004-05-19 14:19:14,35
27590,27590,72,683,2004-05-19 14:20:12,35
27591,27591,704,1183,2004-05-19 14:20:29,35
27592,27592,204,1189,2004-05-19 14:22:04,35
27593,27593,204,615,2004-05-19 14:22:34,35
27594,27594,309,712,2004-05-19 14:25:28,35
27596,27596,214,713,2004-05-19 14:26:36,35
27597,27597,32,1034,2004-05-19 14:27:16,35
27600,27600,283,583,2004-05-19 14:32:45,35
27602,27602,1113,309,2004-05-19 14:36:26,35
27603,27603,1113,823,2004-05-19 14:37:52,35
27605,27605,9,32,2004-05-19 14:43:25,35
27606,27606,1113,1182,2004-05-19 14:43:45,35
27608,27608,487,598,2004-05-19 14:47:04,35
27610,27610,9,1196,2004-05-19 14:47:51,35
27611,27611,9,1197,2004-05-19 14:48:15,35
27612,27612,9,1191,2004-05-19 14:48:24,35
27613,27613,377,1117,2004-05-19 14:48:45,35
27615,27615,1032,823,2004-05-19 14:49:33,35
27616,27616,9,1190,2004-05-19 14:49:43,35
27618,27618,586,570,2004-05-19 14:50:37,35
27620,27620,9,1198,2004-05-19 14:51:19,35
27622,27622,9,1181,2004-05-19 14:52:21,35
27623,27623,770,277,2004-05-19 14:54:08,35
27625,27625,966,323,2004-05-19 14:55:00,35
27626,27626,9,1188,2004-05-19 14:55:16,35
27627,27627,9,1169,2004-05-19 14:56:32,35
27630,27630,9,928,2004-05-19 14:58:52,35
27631,27631,966,617,2004-05-19 14:58:53,35
27632,27632,9,598,2004-05-19 14:59:27,35
27633,27633,9,72,2004-05-19 15:00:38,35
27634,27634,162,851,2004-05-19 15:01:56,35
27635,27635,220,1018,2004-05-19 15:02:06,35
27636,27636,817,1199,2004-05-19 15:02:38,35
27637,27637,1196,1189,2004-05-19 15:03:29,35
27639,27639,712,309,2004-05-19 15:05:38,35
27642,27642,598,487,2004-05-19 15:10:01,35
27644,27644,783,1186,2004-05-19 15:11:59,35
27646,27646,617,966,2004-05-19 15:16:37,35
27650,27650,9,34,2004-05-19 15:19:11,35
27654,27654,1186,783,2004-05-19 15:19:54,35
27656,27656,9,282,2004-05-19 15:21:23,35
27657,27657,938,105,2004-05-19 15:21:27,35
27659,27659,1066,815,2004-05-19 15:22:09,35
27665,27665,583,283,2004-05-19 15:25:11,35
27667,27667,323,966,2004-05-19 15:26:17,35
27668,27668,1186,1056,2004-05-19 15:26:20,35
27673,27673,1196,155,2004-05-19 15:29:21,35
27675,27675,758,741,2004-05-19 15:31:16,35
27685,27685,212,394,2004-05-19 15:36:03,35
27688,27688,342,495,2004-05-19 15:36:46,35
27690,27690,323,758,2004-05-19 15:37:47,35
27696,27696,68,495,2004-05-19 15:43:52,35
27699,27699,683,72,2004-05-19 15:45:35,35
27701,27701,398,758,2004-05-19 15:46:45,35
27703,27703,176,840,2004-05-19 15:47:28,35
27704,27704,388,405,2004-05-19 15:49:46,35
27705,27705,758,398,2004-05-19 15:51:48,35
27706,27706,758,683,2004-05-19 15:52:21,35
27708,27708,716,713,2004-05-19 15:55:50,35
27710,27710,1173,402,2004-05-19 15:57:47,35
27711,27711,1059,542,2004-05-19 15:59:23,35
27712,27712,555,1173,2004-05-19 16:01:29,35
27713,27713,555,306,2004-05-19 16:01:39,35
27714,27714,144,1127,2004-05-19 16:02:08,35
27715,27715,422,615,2004-05-19 16:04:17,35
27716,27716,846,588,2004-05-19 16:09:01,35
27717,27717,250,713,2004-05-19 16:12:33,35
